DATE,OBJECTID,Count_,DailyDeathsDiff,deaths7D
2021-09-17 14:00:00+00:00,549,16,5.0,14.714285714285714
2021-09-18 14:00:00+00:00,550,14,-2.0,14.142857142857142
2021-09-19 14:00:00+00:00,551,18,4.0,14.428571428571429
2021-09-20 14:00:00+00:00,552,22,4.0,15.857142857142858
2021-09-21 14:00:00+00:00,553,19,-3.0,16.428571428571427
2021-09-22 14:00:00+00:00,554,14,-5.0,16.285714285714285
2021-09-23 14:00:00+00:00,555,7,-7.0,15.714285714285714
2021-09-24 14:00:00+00:00,556,16,9.0,15.714285714285714
2021-09-25 14:00:00+00:00,557,20,4.0,16.571428571428573
2021-09-26 14:00:00+00:00,558,8,-12.0,15.142857142857142
2021-09-27 14:00:00+00:00,559,8,0.0,13.142857142857142
2021-09-28 14:00:00+00:00,560,10,2.0,11.857142857142858
2021-09-29 14:00:00+00:00,561,10,0.0,11.285714285714286
2021-09-30 14:00:00+00:00,562,11,1.0,11.857142857142858
2021-10-01 14:00:00+00:00,563,0,-11.0,9.571428571428571
