DATE,OBJECTID,Count_,DailyDeathsReported,DailyDeaths7D,deathsbyDay,deathsbyDay7Day
2020-03-18 14:00:00+00:00,1,1,,,2,
2020-03-19 14:00:00+00:00,2,1,0.0,,0,
2020-03-20 14:00:00+00:00,3,2,1.0,,2,
2020-03-21 14:00:00+00:00,4,2,0.0,,0,
2020-03-22 14:00:00+00:00,5,3,1.0,,1,
2020-03-23 14:00:00+00:00,6,3,0.0,,0,
2020-03-24 14:00:00+00:00,7,3,0.0,,1,0.8571428571428571
2020-03-25 14:00:00+00:00,8,4,1.0,0.42857142857142855,0,0.5714285714285714
2020-03-26 14:00:00+00:00,9,4,0.0,0.42857142857142855,2,0.8571428571428571
2020-03-27 14:00:00+00:00,10,5,1.0,0.42857142857142855,3,1.0
2020-03-28 14:00:00+00:00,11,5,0.0,0.42857142857142855,8,2.142857142857143
2020-03-29 14:00:00+00:00,12,10,5.0,1.0,7,3.0
2020-03-30 14:00:00+00:00,13,15,5.0,1.7142857142857142,11,4.571428571428571
2020-03-31 14:00:00+00:00,14,18,3.0,2.142857142857143,8,5.571428571428571
2020-04-01 14:00:00+00:00,15,31,13.0,3.857142857142857,8,6.714285714285714
2020-04-02 14:00:00+00:00,16,36,5.0,4.571428571428571,11,8.0
2020-04-03 14:00:00+00:00,17,42,6.0,5.285714285714286,19,10.285714285714286
2020-04-04 14:00:00+00:00,18,53,11.0,6.857142857142857,16,11.428571428571429
2020-04-05 14:00:00+00:00,19,67,14.0,8.142857142857142,23,13.714285714285714
2020-04-06 14:00:00+00:00,20,91,24.0,10.857142857142858,16,14.428571428571429
2020-04-07 14:00:00+00:00,21,103,12.0,12.142857142857142,21,16.285714285714285
2020-04-08 14:00:00+00:00,22,124,21.0,13.285714285714286,29,19.285714285714285
2020-04-09 14:00:00+00:00,23,138,14.0,14.571428571428571,29,21.857142857142858
2020-04-10 14:00:00+00:00,24,171,33.0,18.428571428571427,34,24.0
2020-04-11 14:00:00+00:00,25,206,35.0,21.857142857142858,42,27.714285714285715
2020-04-12 14:00:00+00:00,26,235,29.0,24.0,31,28.857142857142858
2020-04-13 14:00:00+00:00,27,262,27.0,24.428571428571427,43,32.714285714285715
2020-04-14 14:00:00+00:00,28,302,40.0,28.428571428571427,36,34.857142857142854
2020-04-15 14:00:00+00:00,29,349,47.0,32.142857142857146,46,37.285714285714285
2020-04-16 14:00:00+00:00,30,392,43.0,36.285714285714285,31,37.57142857142857
2020-04-17 14:00:00+00:00,31,425,33.0,36.285714285714285,41,38.57142857142857
2020-04-18 14:00:00+00:00,32,463,38.0,36.714285714285715,39,38.142857142857146
2020-04-19 14:00:00+00:00,33,486,23.0,35.857142857142854,44,40.0
2020-04-20 14:00:00+00:00,34,516,30.0,36.285714285714285,51,41.142857142857146
2020-04-21 14:00:00+00:00,35,584,68.0,40.285714285714285,48,42.857142857142854
2020-04-22 14:00:00+00:00,36,631,47.0,40.285714285714285,47,43.0
2020-04-23 14:00:00+00:00,37,680,49.0,41.142857142857146,52,46.0
2020-04-24 14:00:00+00:00,38,723,43.0,42.57142857142857,64,49.285714285714285
2020-04-25 14:00:00+00:00,39,797,74.0,47.714285714285715,49,50.714285714285715
2020-04-26 14:00:00+00:00,40,827,30.0,48.714285714285715,51,51.714285714285715
2020-04-27 14:00:00+00:00,41,858,31.0,48.857142857142854,42,50.42857142857143
2020-04-28 14:00:00+00:00,42,929,71.0,49.285714285714285,53,51.142857142857146
2020-04-29 14:00:00+00:00,43,985,56.0,50.57142857142857,69,54.285714285714285
2020-04-30 14:00:00+00:00,44,1047,62.0,52.42857142857143,60,55.42857142857143
2020-05-01 14:00:00+00:00,45,1098,51.0,53.57142857142857,49,53.285714285714285
2020-05-02 14:00:00+00:00,46,1156,58.0,51.285714285714285,45,52.714285714285715
2020-05-03 14:00:00+00:00,47,1182,26.0,50.714285714285715,44,51.714285714285715
2020-05-04 14:00:00+00:00,48,1216,34.0,51.142857142857146,53,53.285714285714285
2020-05-05 14:00:00+00:00,49,1290,74.0,51.57142857142857,53,53.285714285714285
2020-05-06 14:00:00+00:00,50,1338,48.0,50.42857142857143,42,49.42857142857143
2020-05-07 14:00:00+00:00,51,1401,63.0,50.57142857142857,57,49.0
2020-05-08 14:00:00+00:00,52,1453,52.0,50.714285714285715,64,51.142857142857146
2020-05-09 14:00:00+00:00,53,1510,57.0,50.57142857142857,50,51.857142857142854
2020-05-10 14:00:00+00:00,54,1538,28.0,50.857142857142854,44,51.857142857142854
2020-05-11 14:00:00+00:00,55,1573,35.0,51.0,50,51.42857142857143
2020-05-12 14:00:00+00:00,56,1643,70.0,50.42857142857143,48,50.714285714285715
2020-05-13 14:00:00+00:00,57,1694,51.0,50.857142857142854,48,51.57142857142857
2020-05-14 14:00:00+00:00,58,1748,54.0,49.57142857142857,53,51.0
2020-05-15 14:00:00+00:00,59,1792,44.0,48.42857142857143,57,50.0
2020-05-16 14:00:00+00:00,60,1842,50.0,47.42857142857143,48,49.714285714285715
2020-05-17 14:00:00+00:00,61,1876,34.0,48.285714285714285,48,50.285714285714285
2020-05-18 14:00:00+00:00,62,1903,27.0,47.142857142857146,35,48.142857142857146
2020-05-19 14:00:00+00:00,63,1963,60.0,45.714285714285715,41,47.142857142857146
2020-05-20 14:00:00+00:00,64,2004,41.0,44.285714285714285,34,45.142857142857146
2020-05-21 14:00:00+00:00,65,2045,41.0,42.42857142857143,24,41.0
2020-05-22 14:00:00+00:00,66,2092,47.0,42.857142857142854,56,40.857142857142854
2020-05-23 14:00:00+00:00,67,2130,38.0,41.142857142857146,30,38.285714285714285
2020-05-24 14:00:00+00:00,68,2162,32.0,40.857142857142854,36,36.57142857142857
2020-05-25 14:00:00+00:00,69,2187,25.0,40.57142857142857,39,37.142857142857146
2020-05-26 14:00:00+00:00,70,2217,30.0,36.285714285714285,41,37.142857142857146
2020-05-27 14:00:00+00:00,71,2270,53.0,38.0,43,38.42857142857143
2020-05-28 14:00:00+00:00,72,2307,37.0,37.42857142857143,44,41.285714285714285
2020-05-29 14:00:00+00:00,73,2348,41.0,36.57142857142857,39,38.857142857142854
2020-05-30 14:00:00+00:00,74,2390,42.0,37.142857142857146,28,38.57142857142857
2020-05-31 14:00:00+00:00,75,2411,21.0,35.57142857142857,35,38.42857142857143
2020-06-01 14:00:00+00:00,76,2431,20.0,34.857142857142854,31,37.285714285714285
2020-06-02 14:00:00+00:00,77,2474,43.0,36.714285714285715,25,35.0
2020-06-03 14:00:00+00:00,78,2519,45.0,35.57142857142857,38,34.285714285714285
2020-06-04 14:00:00+00:00,79,2546,27.0,34.142857142857146,33,32.714285714285715
2020-06-05 14:00:00+00:00,80,2580,34.0,33.142857142857146,31,31.571428571428573
2020-06-06 14:00:00+00:00,81,2616,36.0,32.285714285714285,24,31.0
2020-06-07 14:00:00+00:00,82,2625,9.0,30.571428571428573,27,29.857142857142858
2020-06-08 14:00:00+00:00,83,2653,28.0,31.714285714285715,22,28.571428571428573
2020-06-09 14:00:00+00:00,84,2686,33.0,30.285714285714285,26,28.714285714285715
2020-06-10 14:00:00+00:00,85,2719,33.0,28.571428571428573,33,28.0
2020-06-11 14:00:00+00:00,86,2750,31.0,29.142857142857142,23,26.571428571428573
2020-06-12 14:00:00+00:00,87,2773,23.0,27.571428571428573,23,25.428571428571427
2020-06-13 14:00:00+00:00,88,2799,26.0,26.142857142857142,18,24.571428571428573
2020-06-14 14:00:00+00:00,89,2811,12.0,26.571428571428573,17,23.142857142857142
2020-06-15 14:00:00+00:00,90,2817,6.0,23.428571428571427,23,23.285714285714285
2020-06-16 14:00:00+00:00,91,2851,34.0,23.571428571428573,13,21.428571428571427
2020-06-17 14:00:00+00:00,92,2866,15.0,21.0,22,19.857142857142858
2020-06-18 14:00:00+00:00,93,2886,20.0,19.428571428571427,9,17.857142857142858
2020-06-19 14:00:00+00:00,94,2901,15.0,18.285714285714285,20,17.428571428571427
2020-06-20 14:00:00+00:00,95,2923,22.0,17.714285714285715,21,17.857142857142858
2020-06-21 14:00:00+00:00,96,2937,14.0,18.0,13,17.285714285714285
2020-06-22 14:00:00+00:00,97,2945,8.0,18.285714285714285,16,16.285714285714285
2020-06-23 14:00:00+00:00,98,2963,18.0,16.0,15,16.571428571428573
2020-06-24 14:00:00+00:00,99,2978,15.0,16.0,16,15.714285714285714
2020-06-25 14:00:00+00:00,100,3001,23.0,16.428571428571427,11,16.0
2020-06-26 14:00:00+00:00,101,3015,14.0,16.285714285714285,14,15.142857142857142
2020-06-27 14:00:00+00:00,102,3030,15.0,15.285714285714286,19,14.857142857142858
2020-06-28 14:00:00+00:00,103,3042,12.0,15.0,6,13.857142857142858
2020-06-29 14:00:00+00:00,104,3048,6.0,14.714285714285714,15,13.714285714285714
2020-06-30 14:00:00+00:00,105,3062,14.0,14.142857142857142,13,13.428571428571429
2020-07-01 14:00:00+00:00,106,3077,15.0,14.142857142857142,14,13.142857142857142
2020-07-02 14:00:00+00:00,107,3086,9.0,12.142857142857142,7,12.571428571428571
2020-07-03 14:00:00+00:00,108,3099,13.0,12.0,17,13.0
2020-07-04 14:00:00+00:00,109,3111,12.0,11.571428571428571,8,11.428571428571429
2020-07-05 14:00:00+00:00,110,3118,7.0,10.857142857142858,7,11.571428571428571
2020-07-06 14:00:00+00:00,111,3121,3.0,10.428571428571429,15,11.571428571428571
2020-07-07 14:00:00+00:00,112,3140,19.0,11.142857142857142,11,11.285714285714286
2020-07-08 14:00:00+00:00,113,3149,9.0,10.285714285714286,6,10.142857142857142
2020-07-09 14:00:00+00:00,114,3160,11.0,10.571428571428571,11,10.714285714285714
2020-07-10 14:00:00+00:00,115,3172,12.0,10.428571428571429,7,9.285714285714286
2020-07-11 14:00:00+00:00,116,3179,7.0,9.714285714285714,13,10.0
2020-07-12 14:00:00+00:00,117,3188,9.0,10.0,7,10.0
2020-07-13 14:00:00+00:00,118,3194,6.0,10.428571428571429,6,8.714285714285714
2020-07-14 14:00:00+00:00,119,3202,8.0,8.857142857142858,2,7.428571428571429
2020-07-15 14:00:00+00:00,120,3209,7.0,8.571428571428571,11,8.142857142857142
2020-07-16 14:00:00+00:00,121,3215,6.0,7.857142857142857,13,8.428571428571429
2020-07-17 14:00:00+00:00,122,3227,12.0,7.857142857142857,8,8.571428571428571
2020-07-18 14:00:00+00:00,123,3238,11.0,8.428571428571429,10,8.142857142857142
2020-07-19 14:00:00+00:00,124,3247,9.0,8.428571428571429,11,8.714285714285714
2020-07-20 14:00:00+00:00,125,3252,5.0,8.285714285714286,7,8.857142857142858
2020-07-21 14:00:00+00:00,126,3272,20.0,10.0,10,10.0
2020-07-22 14:00:00+00:00,127,3276,4.0,9.571428571428571,5,9.142857142857142
2020-07-23 14:00:00+00:00,128,3281,5.0,9.428571428571429,9,8.571428571428571
2020-07-24 14:00:00+00:00,129,3293,12.0,9.428571428571429,11,9.0
2020-07-25 14:00:00+00:00,130,3304,11.0,9.428571428571429,9,8.857142857142858
2020-07-26 14:00:00+00:00,131,3309,5.0,8.857142857142858,7,8.285714285714286
2020-07-27 14:00:00+00:00,132,3315,6.0,9.0,10,8.714285714285714
2020-07-28 14:00:00+00:00,133,3327,12.0,7.857142857142857,12,9.0
2020-07-29 14:00:00+00:00,134,3347,20.0,10.142857142857142,11,9.857142857142858
2020-07-30 14:00:00+00:00,135,3357,10.0,10.857142857142858,10,10.0
2020-07-31 14:00:00+00:00,136,3362,5.0,9.857142857142858,7,9.428571428571429
2020-08-01 14:00:00+00:00,137,3374,12.0,10.0,12,9.857142857142858
2020-08-02 14:00:00+00:00,138,3381,7.0,10.285714285714286,8,10.0
2020-08-03 14:00:00+00:00,139,3389,8.0,10.571428571428571,10,10.0
2020-08-04 14:00:00+00:00,140,3396,7.0,9.857142857142858,9,9.571428571428571
2020-08-05 14:00:00+00:00,141,3402,6.0,7.857142857142857,9,9.285714285714286
2020-08-06 14:00:00+00:00,142,3415,13.0,8.285714285714286,10,9.285714285714286
2020-08-07 14:00:00+00:00,143,3429,14.0,9.571428571428571,12,10.0
2020-08-08 14:00:00+00:00,144,3440,11.0,9.428571428571429,8,9.428571428571429
2020-08-09 14:00:00+00:00,145,3448,8.0,9.571428571428571,5,9.0
2020-08-10 14:00:00+00:00,146,3454,6.0,9.285714285714286,12,9.285714285714286
2020-08-11 14:00:00+00:00,147,3467,13.0,10.142857142857142,6,8.857142857142858
2020-08-12 14:00:00+00:00,148,3474,7.0,10.285714285714286,12,9.285714285714286
2020-08-13 14:00:00+00:00,149,3483,9.0,9.714285714285714,9,9.142857142857142
2020-08-14 14:00:00+00:00,150,3495,12.0,9.428571428571429,6,8.285714285714286
2020-08-15 14:00:00+00:00,151,3499,4.0,8.428571428571429,8,8.285714285714286
2020-08-16 14:00:00+00:00,152,3502,3.0,7.714285714285714,3,8.0
2020-08-17 14:00:00+00:00,153,3504,2.0,7.142857142857143,8,7.428571428571429
2020-08-18 14:00:00+00:00,154,3511,7.0,6.285714285714286,8,7.714285714285714
2020-08-19 14:00:00+00:00,155,3522,11.0,6.857142857142857,5,6.714285714285714
2020-08-20 14:00:00+00:00,156,3531,9.0,6.857142857142857,6,6.285714285714286
2020-08-21 14:00:00+00:00,157,3536,5.0,5.857142857142857,13,7.285714285714286
2020-08-22 14:00:00+00:00,158,3546,10.0,6.714285714285714,11,7.714285714285714
2020-08-23 14:00:00+00:00,159,3552,6.0,7.142857142857143,7,8.285714285714286
2020-08-24 14:00:00+00:00,160,3554,2.0,7.142857142857143,0,7.142857142857143
2020-08-25 14:00:00+00:00,161,3564,10.0,7.571428571428571,10,7.428571428571429
2020-08-26 14:00:00+00:00,162,3574,10.0,7.428571428571429,9,8.0
2020-08-27 14:00:00+00:00,163,3580,6.0,7.0,11,8.714285714285714
2020-08-28 14:00:00+00:00,164,3593,13.0,8.142857142857142,11,8.428571428571429
2020-08-29 14:00:00+00:00,165,3603,10.0,8.142857142857142,6,7.714285714285714
2020-08-30 14:00:00+00:00,166,3609,6.0,8.142857142857142,8,7.857142857142857
2020-08-31 14:00:00+00:00,167,3612,3.0,8.285714285714286,3,8.285714285714286
2020-09-01 14:00:00+00:00,168,3617,5.0,7.571428571428571,6,7.714285714285714
2020-09-02 14:00:00+00:00,169,3623,6.0,7.0,8,7.571428571428571
2020-09-03 14:00:00+00:00,170,3634,11.0,7.714285714285714,14,8.0
2020-09-04 14:00:00+00:00,171,3645,11.0,7.428571428571429,5,7.142857142857143
2020-09-05 14:00:00+00:00,172,3652,7.0,7.0,7,7.285714285714286
2020-09-06 14:00:00+00:00,173,3655,3.0,6.571428571428571,2,6.428571428571429
2020-09-07 14:00:00+00:00,174,3660,5.0,6.857142857142857,4,6.571428571428571
2020-09-08 14:00:00+00:00,175,3663,3.0,6.571428571428571,2,6.0
2020-09-09 14:00:00+00:00,176,3672,9.0,7.0,8,6.0
2020-09-10 14:00:00+00:00,177,3679,7.0,6.428571428571429,10,5.428571428571429
2020-09-11 14:00:00+00:00,178,3685,6.0,5.714285714285714,4,5.285714285714286
2020-09-12 14:00:00+00:00,179,3693,8.0,5.857142857142857,4,4.857142857142857
2020-09-13 14:00:00+00:00,180,3695,2.0,5.714285714285714,3,5.0
2020-09-14 14:00:00+00:00,181,3696,1.0,5.142857142857143,9,5.714285714285714
2020-09-15 14:00:00+00:00,182,3706,10.0,6.142857142857143,9,6.714285714285714
2020-09-16 14:00:00+00:00,183,3712,6.0,5.714285714285714,6,6.428571428571429
2020-09-17 14:00:00+00:00,184,3717,5.0,5.428571428571429,5,5.714285714285714
2020-09-18 14:00:00+00:00,185,3724,7.0,5.571428571428571,7,6.142857142857143
2020-09-19 14:00:00+00:00,186,3732,8.0,5.571428571428571,6,6.428571428571429
2020-09-20 14:00:00+00:00,187,3735,3.0,5.714285714285714,7,7.0
2020-09-21 14:00:00+00:00,188,3739,4.0,6.142857142857143,5,6.428571428571429
2020-09-22 14:00:00+00:00,189,3748,9.0,6.0,4,5.714285714285714
2020-09-23 14:00:00+00:00,190,3756,8.0,6.285714285714286,12,6.571428571428571
2020-09-24 14:00:00+00:00,191,3765,9.0,6.857142857142857,3,6.285714285714286
2020-09-25 14:00:00+00:00,192,3772,7.0,6.857142857142857,8,6.428571428571429
2020-09-26 14:00:00+00:00,193,3780,8.0,6.857142857142857,7,6.571428571428571
2020-09-27 14:00:00+00:00,194,3790,10.0,7.857142857142857,5,6.285714285714286
2020-09-28 14:00:00+00:00,195,3793,3.0,7.714285714285714,7,6.571428571428571
2020-09-29 14:00:00+00:00,196,3802,9.0,7.714285714285714,3,6.428571428571429
2020-09-30 14:00:00+00:00,197,3805,3.0,7.0,2,5.0
2020-10-01 14:00:00+00:00,198,3805,0.0,5.714285714285714,8,5.714285714285714
2020-10-02 14:00:00+00:00,199,3806,1.0,4.857142857142857,8,5.714285714285714
2020-10-03 14:00:00+00:00,200,3813,7.0,4.714285714285714,3,5.142857142857143
2020-10-04 14:00:00+00:00,201,3814,1.0,3.4285714285714284,6,5.285714285714286
2020-10-05 14:00:00+00:00,202,3817,3.0,3.4285714285714284,7,5.285714285714286
2020-10-06 14:00:00+00:00,203,3823,6.0,3.0,7,5.857142857142857
2020-10-07 14:00:00+00:00,204,3829,6.0,3.4285714285714284,10,7.0
2020-10-08 14:00:00+00:00,205,3835,6.0,4.285714285714286,6,6.714285714285714
2020-10-09 14:00:00+00:00,206,3845,10.0,5.571428571428571,8,6.714285714285714
2020-10-10 14:00:00+00:00,207,3850,5.0,5.285714285714286,5,7.0
2020-10-11 14:00:00+00:00,208,3854,4.0,5.714285714285714,6,7.0
2020-10-12 14:00:00+00:00,209,3859,5.0,6.0,3,6.428571428571429
2020-10-13 14:00:00+00:00,210,3868,9.0,6.428571428571429,10,6.857142857142857
2020-10-14 14:00:00+00:00,211,3877,9.0,6.857142857142857,5,6.142857142857143
2020-10-15 14:00:00+00:00,212,3883,6.0,6.857142857142857,5,6.0
2020-10-16 14:00:00+00:00,213,3887,4.0,6.0,7,5.857142857142857
2020-10-17 14:00:00+00:00,214,3891,4.0,5.857142857142857,3,5.571428571428571
2020-10-18 14:00:00+00:00,215,3891,0.0,5.285714285714286,8,5.857142857142857
2020-10-19 14:00:00+00:00,216,3895,4.0,5.142857142857143,6,6.285714285714286
2020-10-20 14:00:00+00:00,217,3904,9.0,5.142857142857143,12,6.571428571428571
2020-10-21 14:00:00+00:00,218,3912,8.0,5.0,8,7.0
2020-10-22 14:00:00+00:00,219,3924,12.0,5.857142857142857,10,7.714285714285714
2020-10-23 14:00:00+00:00,220,3932,8.0,6.428571428571429,7,7.714285714285714
2020-10-24 14:00:00+00:00,221,3945,13.0,7.714285714285714,6,8.142857142857142
2020-10-25 14:00:00+00:00,222,3950,5.0,8.428571428571429,6,7.857142857142857
2020-10-26 14:00:00+00:00,223,3953,3.0,8.285714285714286,4,7.571428571428571
2020-10-27 14:00:00+00:00,224,3962,9.0,8.285714285714286,6,6.714285714285714
2020-10-28 14:00:00+00:00,225,3969,7.0,8.142857142857142,12,7.285714285714286
2020-10-29 14:00:00+00:00,226,3980,11.0,8.0,13,7.714285714285714
2020-10-30 14:00:00+00:00,227,3990,10.0,8.285714285714286,10,8.142857142857142
2020-10-31 14:00:00+00:00,228,4000,10.0,7.857142857142857,8,8.428571428571429
2020-11-01 15:00:00+00:00,229,4004,4.0,7.714285714285714,5,8.285714285714286
2020-11-02 15:00:00+00:00,230,4007,3.0,7.714285714285714,6,8.571428571428571
2020-11-03 15:00:00+00:00,231,4015,8.0,7.571428571428571,13,9.571428571428571
2020-11-04 15:00:00+00:00,232,4025,10.0,8.0,11,9.428571428571429
2020-11-05 15:00:00+00:00,233,4035,10.0,7.857142857142857,14,9.571428571428571
2020-11-06 15:00:00+00:00,234,4046,11.0,8.0,11,9.714285714285714
2020-11-07 15:00:00+00:00,235,4052,6.0,7.428571428571429,13,10.428571428571429
2020-11-08 15:00:00+00:00,236,4063,11.0,8.428571428571429,8,10.857142857142858
2020-11-09 15:00:00+00:00,237,4072,9.0,9.285714285714286,12,11.714285714285714
2020-11-10 15:00:00+00:00,238,4084,12.0,9.857142857142858,15,12.0
2020-11-11 15:00:00+00:00,239,4100,16.0,10.714285714285714,11,12.0
2020-11-12 15:00:00+00:00,240,4112,12.0,11.0,18,12.571428571428571
2020-11-13 15:00:00+00:00,241,4124,12.0,11.142857142857142,20,13.857142857142858
2020-11-14 15:00:00+00:00,242,4144,20.0,13.142857142857142,12,13.714285714285714
2020-11-15 15:00:00+00:00,243,4153,9.0,12.857142857142858,16,14.857142857142858
2020-11-16 15:00:00+00:00,244,4160,7.0,12.571428571428571,16,15.428571428571429
2020-11-17 15:00:00+00:00,245,4186,26.0,14.571428571428571,19,16.0
2020-11-18 15:00:00+00:00,246,4201,15.0,14.428571428571429,22,17.571428571428573
2020-11-19 15:00:00+00:00,247,4220,19.0,15.428571428571429,16,17.285714285714285
2020-11-20 15:00:00+00:00,248,4245,25.0,17.285714285714285,19,17.142857142857142
2020-11-21 15:00:00+00:00,249,4261,16.0,16.714285714285715,36,20.571428571428573
2020-11-22 15:00:00+00:00,250,4279,18.0,18.0,19,21.0
2020-11-23 15:00:00+00:00,251,4293,14.0,19.0,32,23.285714285714285
2020-11-24 15:00:00+00:00,252,4325,32.0,19.857142857142858,29,24.714285714285715
2020-11-25 15:00:00+00:00,253,4363,38.0,23.142857142857142,34,26.428571428571427
2020-11-26 15:00:00+00:00,254,4392,29.0,24.571428571428573,31,28.571428571428573
2020-11-27 15:00:00+00:00,255,4414,22.0,24.142857142857142,35,30.857142857142858
2020-11-28 15:00:00+00:00,256,4447,33.0,26.571428571428573,32,30.285714285714285
2020-11-29 15:00:00+00:00,257,4470,23.0,27.285714285714285,23,30.857142857142858
2020-11-30 15:00:00+00:00,258,4486,16.0,27.571428571428573,33,31.0
2020-12-01 15:00:00+00:00,259,4516,30.0,27.285714285714285,42,32.857142857142854
2020-12-02 15:00:00+00:00,260,4558,42.0,27.857142857142858,42,34.0
2020-12-03 15:00:00+00:00,261,4606,48.0,30.571428571428573,29,33.714285714285715
2020-12-04 15:00:00+00:00,262,4630,24.0,30.857142857142858,35,33.714285714285715
2020-12-05 15:00:00+00:00,263,4659,29.0,30.285714285714285,35,34.142857142857146
2020-12-06 15:00:00+00:00,264,4685,26.0,30.714285714285715,40,36.57142857142857
2020-12-07 15:00:00+00:00,265,4705,20.0,31.285714285714285,44,38.142857142857146
2020-12-08 15:00:00+00:00,266,4755,50.0,34.142857142857146,47,38.857142857142854
2020-12-09 15:00:00+00:00,267,4801,46.0,34.714285714285715,43,39.0
2020-12-10 15:00:00+00:00,268,4850,49.0,34.857142857142854,53,42.42857142857143
2020-12-11 15:00:00+00:00,269,4901,51.0,38.714285714285715,50,44.57142857142857
2020-12-12 15:00:00+00:00,270,4937,36.0,39.714285714285715,50,46.714285714285715
2020-12-13 15:00:00+00:00,271,4954,17.0,38.42857142857143,40,46.714285714285715
2020-12-14 15:00:00+00:00,272,4978,24.0,39.0,50,47.57142857142857
2020-12-15 15:00:00+00:00,273,5039,61.0,40.57142857142857,48,47.714285714285715
2020-12-16 15:00:00+00:00,274,5103,64.0,43.142857142857146,54,49.285714285714285
2020-12-17 15:00:00+00:00,275,5152,49.0,43.142857142857146,45,48.142857142857146
2020-12-18 15:00:00+00:00,276,5188,36.0,41.0,58,49.285714285714285
2020-12-19 15:00:00+00:00,277,5242,54.0,43.57142857142857,51,49.42857142857143
2020-12-20 15:00:00+00:00,278,5279,37.0,46.42857142857143,30,48.0
2020-12-21 15:00:00+00:00,279,5302,23.0,46.285714285714285,50,48.0
2020-12-22 15:00:00+00:00,280,5353,51.0,44.857142857142854,48,48.0
2020-12-23 15:00:00+00:00,281,5402,49.0,42.714285714285715,42,46.285714285714285
2020-12-24 15:00:00+00:00,282,5462,60.0,44.285714285714285,42,45.857142857142854
2020-12-25 15:00:00+00:00,283,5493,31.0,43.57142857142857,34,42.42857142857143
2020-12-26 15:00:00+00:00,284,5514,21.0,38.857142857142854,52,42.57142857142857
2020-12-27 15:00:00+00:00,285,5545,31.0,38.0,42,44.285714285714285
2020-12-28 15:00:00+00:00,286,5573,28.0,38.714285714285715,53,44.714285714285715
2020-12-29 15:00:00+00:00,287,5636,63.0,40.42857142857143,51,45.142857142857146
2020-12-30 15:00:00+00:00,288,5681,45.0,39.857142857142854,49,46.142857142857146
2020-12-31 15:00:00+00:00,289,5727,46.0,37.857142857142854,43,46.285714285714285
2021-01-01 15:00:00+00:00,290,5774,47.0,40.142857142857146,42,47.42857142857143
